governorate,year,production,surface,yield,Temperature_C,Precipitation_mm,Soil_Moisture_Vol,Precipitation_CHIRPS,Autumn,Spring,Summer,Winter,ndvi_imputed_flag,production_lag1,production_lag2,production_lag3,prod_roll2_mean,prod_roll3_mean,prod_growth_lag1,surface_lag1,surface_change_ratio,ndvi_peak,ndvi_min,ndvi_amplitude,ndvi_spring_summer_diff,ndvi_winter_spring_diff,ndvi_mean,rain_temp_interaction,chirps_temp_interaction,moisture_temp_interaction,year_index,is_small_producer
siliana,2012,50000.0,61820.0,0.8088,16.942871,1157.4539,0.23563002,458.9519,0.3217180634203138,0.5072324628268343,0.2445305437092874,0.4714794258949877,0,13800.0,45100.0,20000.0,29450.0,26300.0,0.30598669623059865,60870.0,1.0156070313783474,0.5072324628268343,0.2445305437092874,0.2627019191175469,0.2627019191175469,-0.035753036931846616,0.38624012396285584,19610.5921161469,7775.9628369049005,3.99224903258742,6,1
siliana,2013,36500.0,63220.0,0.5773,16.530304,911.9327,0.21390794,441.17416,0.2843084179945463,0.4421028368290496,0.2238885094295647,0.4478001270424785,0,50000.0,13800.0,45100.0,31900.0,36300.0,3.6231884057971016,61820.0,1.0226463927531544,0.4478001270424785,0.2238885094295647,0.2239116176129138,0.2182143273994849,0.005697290213428907,0.34952497282390976,15074.5247585408,7292.74298174464,3.53596327621376,7,0
siliana,2014,29500.0,64450.0,0.4577,17.14215,1096.9545,0.2249673,447.64532,0.2539054809169542,0.5104802513371256,0.2329662660114828,0.4593163651960745,0,36500.0,50000.0,13800.0,43250.0,33433.333333333336,0.73,63220.0,1.0194558683960773,0.5104802513371256,0.2329662660114828,0.2775139853256428,0.2775139853256428,-0.05116388614105111,0.3641670908654093,18804.158582175,7673.603222238001,3.856423201695,8,0
siliana,2015,38250.0,70000.0,0.5464,16.812927,907.863,0.21717037,415.5932,0.2520171353371662,0.4597930930889737,0.2255816642725947,0.3974598858475122,0,29500.0,36500.0,50000.0,33000.0,38666.666666666664,0.8082191780821918,64450.0,1.0861132660977502,0.4597930930889737,0.2255816642725947,0.234211428816379,0.234211428816379,-0.06233320724146152,0.33371294463656165,15263.834345001,6987.3381332964,3.6512695773729895,9,0
siliana,2016,30760.0,71600.0,0.4296,17.305908,979.78864,0.21335463,409.85532,0.2421173473559724,0.4163231520192125,0.2089002630061897,0.4075708211891404,0,38250.0,29500.0,36500.0,33875.0,34750.0,1.2966101694915255,70000.0,1.022857142857143,0.4163231520192125,0.2089002630061897,0.2074228890130228,0.2074228890130228,-0.008752330830072097,0.31872789589262873,16956.13206328512,7092.91846123056,3.6922955981540397,10,0
siliana,2017,41345.0,73680.0,0.5611,16.92868,821.68726,0.21417053,301.09717,0.2411742127735953,0.4545900817605517,0.2097939700605321,0.4289211045729849,0,30760.0,38250.0,29500.0,34505.0,32836.666666666664,0.8041830065359478,71600.0,1.029050279329609,0.4545900817605517,0.2097939700605321,0.2447961117000196,0.2447961117000196,-0.025668977187566833,0.333619842291916,13910.0806846168,5097.1776398356005,3.6256243678004,11,0
siliana,2018,40230.0,73680.0,0.546,16.92453,1076.5204,0.22278294,454.79083,0.3034822541113665,0.3805583726385468,0.2092275837211933,0.438650349820006,0,41345.0,30760.0,38250.0,36052.5,36785.0,1.3441157347204162,73680.0,1.0,0.438650349820006,0.2092275837211933,0.2294227660988127,0.1713307889173535,0.0580919771814592,0.33297964007277814,18219.601805412003,7697.1210460599,3.7704965515182005,12,0
siliana,2019,57303.96,73680.0,0.7777,16.732574,1325.3213,0.23760545,503.69644,0.3400544992571798,0.5052077390799071,0.2482364735469187,0.4657125252043836,0,40230.0,41345.0,30760.0,40787.5,37445.0,0.9730318055387592,73680.0,1.0,0.5052077390799071,0.2482364735469187,0.25697126553298844,0.25697126553298844,-0.039495213875523516,0.3898028092720973,22176.0367260262,8428.137955836559,3.9757507749283,13,0
siliana,2020,44746.3,73680.0,0.6073,17.260284,951.6612,0.21371895,400.73874,0.2714943296077442,0.4145554316781532,0.2247551895448922,0.4218224381162077,0,57303.96,40230.0,41345.0,48766.979999999996,46292.986666666664,1.4244086502609992,73680.0,1.0,0.4218224381162077,0.2247551895448922,0.19706724857131547,0.18980024213326097,0.007267006438054502,0.3331568472367493,16425.942583780798,6916.864462202159,3.6888497731817997,14,0
siliana,2021,51467.1,73680.0,0.6985,17.921478,783.0182,0.20173644,291.706,0.2349447946838714,0.4291285595277005,0.2119195354377483,0.4469401620340997,0,44746.3,57303.96,40230.0,51025.130000000005,47426.753333333334,0.7808587748560484,73680.0,1.0,0.4469401620340997,0.2119195354377483,0.2350206265963514,0.2172090240899522,0.017811602506399182,0.330733262920855,14032.8434448996,5227.802661468,3.61541517125832,15,0
